Player,Team,#,Nation,Position,Age,Minutes,Goals,Assists,Penalty Shoot on Goal,Penalty Shoot,Total Shoot,Shoot on Target,Yellow Cards,Red Cards,Touches,Dribbles,Tackles,Blocks,Expected Goals (xG),Non-Penalty xG (npxG),Expected Assists (xAG),Shot-Creating Actions,Goal-Creating Actions,Passes Completed,Passes Attempted,Pass Completion %,Progressive Passes,Carries,Progressive Carries,Dribble Attempts,Successful Dribbles,Date
Romain Perraud,Real Betis,15,FRA,LB,27,5,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,5,7,"71,4",1,5,2,0,0,06/10/2024
Natan,Real Betis,6,BRA,CB,23,90,0,0,0,0,1,0,1,0,68,0,2,2,0,0,0,0,0,44,51,"86,3",1,31,0,0,0,06/10/2024
Diego Llorente,Real Betis,3,ESP,CB,31,90,0,0,0,0,0,0,0,0,69,1,2,0,0,0,0,1,0,50,61,"82,0",5,42,0,2,2,06/10/2024
Héctor Bellerín,Real Betis,2,ESP,RB,29,90,0,0,0,0,0,0,0,0,61,2,1,0,0,0,0.1,2,0,40,52,"76,9",4,30,0,2,0,06/10/2024
Rui Silva,Real Betis,1,POR,GK,30,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,23,30,"76,7",0,15,0,0,0,06/10/2024
Mikel Oyarzabal,Real Sociedad,10,ESP,FW,27,90,0,1,0,0,3,1,0,0,24,0,0,0,0.2,0.2,0,1,1,14,18,"77,8",0,23,0,0,0,06/10/2024
Sheraldo Becker,Real Sociedad,11,SUR,LM,29,60,0,0,0,0,0,0,0,0,36,0,1,1,0,0,0,0,0,24,34,"70,6",2,29,3,0,0,06/10/2024
Ander Barrenetxea,Real Sociedad,7,ESP,LM,22,30,0,0,0,0,1,0,0,0,22,2,0,0,0,0,0.1,1,0,13,16,"81,3",1,15,1,3,1,06/10/2024
Sergio Gómez,Real Sociedad,17,ESP,"LB,CM",24,90,0,0,0,0,0,0,0,0,111,3,0,1,0,0,0.2,4,0,86,102,"84,3",9,78,3,2,2,06/10/2024
Luka Sučić,Real Sociedad,24,CRO,CM,22,90,1,0,0,0,2,1,0,0,57,0,0,2,0,0,0,2,0,42,46,"91,3",3,46,2,3,2,06/10/2024
Takefusa Kubo,Real Sociedad,14,JPN,RM,23,90,0,0,0,0,3,1,0,0,63,2,1,2,0.1,0.1,0.3,4,0,35,43,"81,4",3,49,9,7,6,06/10/2024
Martín Zubimendi,Real Sociedad,4,ESP,DM,25,90,0,0,0,0,1,1,0,0,90,3,0,0,0.1,0.1,0.1,6,0,72,80,"90,0",11,73,4,1,1,06/10/2024
Javi López,Real Sociedad,12,ESP,LB,22,45,0,0,0,0,1,0,0,0,42,1,0,0,0,0,0,0,0,30,37,"81,1",2,30,3,0,0,06/10/2024
Brais Méndez,Real Sociedad,23,ESP,CM,27,45,0,0,0,0,2,0,0,0,35,0,0,0,0.3,0.3,0,2,0,28,32,"87,5",5,30,2,1,0,06/10/2024
Nayef Aguerd,Real Sociedad,21,MAR,CB,28,90,0,0,0,0,1,1,0,0,117,2,1,1,0.1,0.1,0,3,0,95,108,"88,0",6,86,4,1,1,06/10/2024
Igor Zubeldia,Real Sociedad,5,ESP,CB,27,90,0,0,0,0,1,1,0,0,105,1,0,1,0,0,0,2,0,87,95,"91,6",9,81,2,0,0,06/10/2024
Jon Aramburu,Real Sociedad,27,VEN,RB,22,90,0,0,0,0,1,1,0,0,98,3,0,4,0,0,0.1,3,0,66,80,"82,5",3,59,1,3,2,06/10/2024
Álex Remiro,Real Sociedad,1,ESP,GK,29,90,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,18,"100,0",0,10,0,0,0,06/10/2024
Julián Álvarez,Atlético Madrid,19,ARG,FW,24,73,1,0,0,0,2,1,0,0,21,0,0,0,0.1,0.1,0,1,0,8,11,"72,7",1,13,2,1,0,06/10/2024
Alexander Sørloth,Atlético Madrid,9,NOR,FW,28,17,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,4,"25,0",0,1,0,0,0,06/10/2024
Antoine Griezmann,Atlético Madrid,7,FRA,LM,33,82,0,1,0,0,0,0,0,0,51,1,0,1,0,0,0.5,3,1,26,40,"65,0",5,17,1,2,1,06/10/2024
Rodrigo Riquelme,Atlético Madrid,17,ESP,LM,24,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,5,"60,0",0,4,0,1,0,06/10/2024
Conor Gallagher,Atlético Madrid,4,ENG,CM,24,63,0,0,0,0,1,0,0,0,24,2,0,1,0,0,0,0,0,19,20,"95,0",0,14,0,0,0,06/10/2024
Rodrigo De Paul,Atlético Madrid,5,ARG,RM,30,27,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,8,14,"57,1",1,8,0,0,0,06/10/2024
Koke,Atlético Madrid,6,ESP,CM,32,90,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,31,38,"81,6",1,16,0,0,0,06/10/2024
Pablo Barrios,Atlético Madrid,8,ESP,"RM,CM",21,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,18,25,"72,0",1,18,0,2,0,06/10/2024
Javi Galán,Atlético Madrid,21,ESP,LB,29,82,0,0,0,0,0,0,1,0,47,3,1,1,0,0,0.1,4,1,23,35,"65,7",1,22,2,5,2,06/10/2024
Reinildo Mandava,Atlético Madrid,23,MOZ,LB,30,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,6,"66,7",0,2,0,0,0,06/10/2024
Clément Lenglet,Atlético Madrid,15,FRA,CB,29,90,0,0,0,0,0,0,1,0,50,0,1,1,0,0,0,0,0,30,38,"78,9",0,28,0,0,0,06/10/2024
José María Giménez,Atlético Madrid,2,URU,CB,29,90,0,0,0,0,0,0,0,0,27,0,2,1,0,0,0,0,0,18,20,"90,0",1,12,0,0,0,06/10/2024
Axel Witsel,Atlético Madrid,20,BEL,CB,35,90,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,20,21,"95,2",0,10,0,0,0,06/10/2024
Nahuel Molina,Atlético Madrid,16,ARG,RB,26,90,0,0,0,0,1,0,0,0,56,4,1,2,0.4,0.4,0,0,0,31,40,"77,5",1,21,2,2,1,06/10/2024
Jan Oblak,Atlético Madrid,13,SVN,GK,31,90,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,25,44,"56,8",0,19,0,0,0,06/10/2024
Gorka Guruzeta,Athletic Club,12,ESP,FW,28,90,0,0,0,0,1,0,0,0,31,1,1,2,0,0,0,2,0,14,17,"82,4",0,12,0,1,0,19/10/2024
Nico Williams,Athletic Club,10,ESP,LW,22,72,0,1,0,0,2,2,0,0,37,2,1,1,0.1,0.1,0.1,3,1,19,24,"79,2",2,21,4,7,4,19/10/2024
Álvaro djaló,Athletic Club,11,ESP,LW,25,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,"100,0",0,2,1,0,0,19/10/2024
Iñaki Williams,Athletic Club,9,GHA,RW,30,72,2,0,0,0,2,2,0,0,34,2,1,0,0.4,0.4,0,1,0,14,26,"53,8",1,22,3,3,2,19/10/2024
Nicolás Serrano,Athletic Club,22,ESP,RW,21,18,0,0,0,0,1,0,0,0,8,1,0,1,0,0,0,1,0,2,4,"50,0",1,3,0,0,0,19/10/2024
Álex Berenguer,Athletic Club,7,ESP,AM,29,77,1,2,0,0,2,1,0,0,48,0,0,0,0.5,0.5,0.4,3,3,30,40,"75,0",4,15,3,3,2,19/10/2024
Unai Gómez,Athletic Club,20,ESP,AM,21,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,19/10/2024
Mikel Jauregizar,Athletic Club,23,ESP,DM,20,90,0,0,0,0,0,0,0,0,81,1,1,2,0,0,0.1,2,0,55,67,"82,1",4,43,1,1,0,19/10/2024
Iñigo Ruiz de Galarreta,Athletic Club,16,ESP,DM,31,62,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0.2,1,0,40,43,"93,0",5,25,1,1,1,19/10/2024
Beñat Prados,Athletic Club,24,ESP,DM,23,28,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,11,"90,9",0,4,0,0,0,19/10/2024
Yuri Berchiche,Athletic Club,17,ESP,LB,34,62,0,0,0,0,0,0,1,0,43,1,0,0,0,0,0,0,0,27,36,"75,0",4,17,2,0,0,19/10/2024
Adama Boiro,Athletic Club,32,ESP,LB,22,28,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,6,7,"85,7",0,4,0,0,0,19/10/2024
Unai Núñez,Athletic Club,14,ESP,CB,27,90,0,0,0,0,0,0,1,0,67,1,1,0,0,0,0,0,0,52,60,"86,7",4,30,0,0,0,19/10/2024
Daniel Vivian,Athletic Club,3,ESP,CB,25,90,1,0,0,0,2,1,0,0,84,0,0,0,0.3,0.3,0,2,1,72,80,"90,0",12,47,2,0,0,19/10/2024
Óscar de Marcos,Athletic Club,18,ESP,RB,35,90,0,1,0,0,0,0,0,0,85,0,0,2,0,0,0.4,4,2,62,79,"78,5",8,32,2,1,0,19/10/2024
Julen Agirrezabala,Athletic Club,13,ESP,GK,23,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,26,34,"76,5",0,20,0,0,0,19/10/2024
Vitor Roque,Real Betis,8,BRA,FW,19,45,1,0,0,0,2,1,0,0,9,0,1,0,1,1,0,2,0,2,5,"40,0",0,8,2,0,0,19/10/2024
Ezequiel Ávila,Real Betis,9,ARG,FW,30,45,1,0,0,0,4,3,0,0,19,1,0,0,1.2,1.2,0,2,0,7,10,"70,0",3,9,2,1,1,19/10/2024
Cédric Bakambu,Real Betis,11,COD,FW,33,59,0,0,0,0,0,0,0,0,22,1,0,1,0,0,0,0,0,9,15,"60,0",2,11,1,1,0,19/10/2024
Abde Ezzalzouli,Real Betis,10,MAR,LW,22,31,0,0,0,0,0,0,0,0,13,1,0,1,0,0,0,1,0,5,7,"71,4",2,6,1,2,1,19/10/2024
Pablo Fornals,Real Betis,18,ESP,"LM,RW,AM",28,89,0,0,0,0,1,0,1,0,37,0,0,1,0.3,0.3,0.4,4,1,25,31,"80,6",4,20,1,1,0,19/10/2024
Ricardo Rodríguez,Real Betis,12,SUI,CB,32,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,"50,0",0,1,0,0,0,19/10/2024
Sergi Altimira,Real Betis,16,ESP,"CM,DM",23,67,0,0,0,0,0,0,0,0,31,1,0,1,0,0,0,0,0,21,27,"77,8",1,15,0,1,1,19/10/2024
Iker Losada,Real Betis,19,ESP,AM,23,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,4,5,"80,0",1,2,1,0,0,19/10/2024
Johnny Cardoso,Real Betis,4,USA,"CM,DM",23,90,0,0,0,0,0,0,0,0,45,0,2,2,0,0,0,0,0,26,34,"76,5",3,11,0,0,0,19/10/2024
Aitor Ruibal,Real Betis,24,ESP,"RM,RW",28,67,0,1,0,0,1,0,0,0,32,3,0,1,0,0,0.2,1,1,19,23,"82,6",1,16,2,1,1,19/10/2024
Mateo Flores,Real Betis,46,ESP,DM,20,23,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,7,8,"87,5",1,6,0,0,0,19/10/2024
Romain Perraud,Real Betis,15,FRA,LB,27,90,0,0,0,0,0,0,0,0,54,2,2,1,0,0,0.2,2,0,24,40,"60,0",0,26,0,1,1,19/10/2024
Diego Llorente,Real Betis,3,ESP,CB,31,90,0,0,0,0,1,0,0,0,56,0,3,1,0.1,0.1,0,0,0,34,39,"87,2",1,30,1,0,0,19/10/2024
Marc Bartra,Real Betis,5,ESP,CB,33,87,0,0,0,0,1,1,0,0,61,1,0,3,0,0,0,1,1,34,47,"72,3",4,37,1,1,1,19/10/2024
Natan,Real Betis,6,BRA,CB,23,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,"50,0",0,0,0,0,0,19/10/2024
Héctor Bellerín,Real Betis,2,ESP,RB,29,90,0,0,0,0,1,1,0,0,41,1,4,1,0.1,0.1,0.8,2,0,20,31,"64,5",1,16,0,1,1,19/10/2024
Rui Silva,Real Betis,1,POR,GK,30,90,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,23,42,"54,8",0,27,0,0,0,19/10/2024
Orri Steinn Óskarsson,Real Sociedad,9,ISL,FW,20,64,0,0,0,0,2,0,0,0,17,1,0,0,0.8,0.8,0,0,0,9,10,"90,0",0,7,0,1,0,19/10/2024
Takefusa Kubo,Real Sociedad,14,JPN,RM,23,26,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,1,0,5,8,"62,5",0,7,4,3,2,19/10/2024
Ander Barrenetxea,Real Sociedad,7,ESP,LM,22,58,0,1,0,0,1,0,0,0,31,1,0,1,0,0,0.7,5,1,18,24,"75,0",0,23,6,5,2,19/10/2024
Javi López,Real Sociedad,12,ESP,"LB,CB",22,32,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,16,22,"72,7",0,13,0,0,0,19/10/2024
Brais Méndez,Real Sociedad,23,ESP,CM,27,79,0,0,0,0,1,1,1,0,64,1,0,0,0.1,0.1,0.5,3,0,50,55,"90,9",5,33,2,0,0,19/10/2024
Beñat Turrientes,Real Sociedad,22,ESP,LM,22,11,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,5,6,"83,3",0,3,0,0,0,19/10/2024
Luka Sučić,Real Sociedad,24,CRO,CM,22,90,0,0,0,0,3,0,0,0,43,2,0,2,0.2,0.2,0.1,3,0,28,29,"96,6",7,22,4,2,1,19/10/2024
Mikel Oyarzabal,Real Sociedad,10,ESP,"RM,FW",27,79,1,0,0,0,4,3,0,0,47,3,0,0,0.5,0.5,0.2,2,1,29,36,"80,6",3,27,4,1,0,19/10/2024
Sheraldo Becker,Real Sociedad,11,SUR,FW,29,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"100,0",0,2,0,0,0,19/10/2024
Martín Zubimendi,Real Sociedad,4,ESP,"DM,CM",25,90,0,0,0,0,0,0,0,0,55,2,1,2,0,0,0,1,0,43,48,"89,6",2,24,0,3,1,19/10/2024
Sergio Gómez,Real Sociedad,17,ESP,"LB,LM",24,90,0,0,0,0,1,0,0,0,59,4,0,2,0,0,0.4,7,0,42,49,"85,7",6,26,2,1,1,19/10/2024
Nayef Aguerd,Real Sociedad,21,MAR,CB,28,90,0,0,0,0,1,0,0,0,77,0,0,0,0.3,0.3,0,0,0,63,68,"92,6",1,50,1,0,0,19/10/2024
Igor Zubeldia,Real Sociedad,5,ESP,CB,27,90,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,2,0,73,77,"94,8",2,52,0,0,0,19/10/2024
Jon Aramburu,Real Sociedad,27,VEN,RB,22,90,0,0,0,0,0,0,0,0,70,1,2,1,0,0,0,1,0,47,61,"77,0",1,23,2,1,1,19/10/2024
Álex Remiro,Real Sociedad,1,ESP,GK,29,90,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,38,42,"90,5",0,31,0,0,0,19/10/2024
Kylian Mbappé,Real Madrid,9,FRA,FW,25,81,1,0,0,0,2,1,0,0,42,1,0,0,0.1,0.1,0,1,0,28,33,"84,8",4,29,3,4,1,19/10/2024
Dani Ceballos,Real Madrid,19,ESP,RM,28,9,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,10,10,"100,0",0,7,0,0,0,19/10/2024
Vinicius Júnior,Real Madrid,7,BRA,"AM,LW,FW",24,90,1,0,0,0,4,1,0,0,51,2,0,1,0.5,0.5,0,2,0,27,36,"75,0",4,33,5,9,5,19/10/2024
Jude Bellingham,Real Madrid,5,ENG,AM,21,90,0,0,0,0,1,0,0,0,57,3,3,2,0,0,0,1,0,39,46,"84,8",2,32,2,3,0,19/10/2024
Eduardo Camavinga,Real Madrid,6,FRA,CM,21,62,0,1,0,0,2,0,0,0,48,0,1,1,0.1,0.1,0,1,0,32,39,"82,1",4,23,2,0,0,19/10/2024
Rodrygo,Real Madrid,11,BRA,"RW,FW",23,28,0,0,0,0,0,0,0,0,23,0,1,1,0,0,0,1,1,12,14,"85,7",2,8,0,2,0,19/10/2024
Federico Valverde,Real Madrid,8,URU,CM,26,62,0,0,0,0,1,1,0,0,46,0,2,2,0.1,0.1,0,2,0,37,41,"90,2",5,25,1,0,0,19/10/2024
Luka Modrić,Real Madrid,10,CRO,"DM,LM",39,28,0,1,0,0,0,0,0,0,26,0,0,2,0,0,0.1,1,1,21,23,"91,3",1,16,2,1,1,19/10/2024
Fran Garcia,Real Madrid,20,ESP,"WB,LB",25,69,0,0,0,0,0,0,0,0,48,0,0,1,0,0,0,0,0,40,43,"93,0",1,22,0,3,2,19/10/2024
Ferland Mendy,Real Madrid,23,FRA,LB,29,21,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,15,"100,0",0,7,0,0,0,19/10/2024
Lucas Vázquez,Real Madrid,17,ESP,"WB,RB",33,90,0,0,0,0,0,0,1,0,71,2,0,0,0,0,0.1,3,0,58,66,"87,9",3,28,0,0,0,19/10/2024
Antonio Rüdiger,Real Madrid,22,GER,CB,31,90,0,0,0,0,0,0,0,0,87,1,0,1,0,0,0,0,0,70,83,"84,3",5,43,3,0,0,19/10/2024
Aurélien Tchouaméni,Real Madrid,14,FRA,"CB,DM,CM",24,90,0,0,0,0,0,0,0,0,86,4,1,1,0,0,0,2,0,72,75,"96,0",5,53,0,0,0,19/10/2024
Éder Militão,Real Madrid,3,BRA,CB,26,90,0,0,0,0,0,0,0,0,83,3,1,1,0,0,0,0,0,68,75,"90,7",2,41,0,1,1,19/10/2024
Thibaut Courtois,Real Madrid,1,BEL,GK,32,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,31,39,"79,5",0,22,0,0,0,19/10/2024
Alexander Sørloth,Atlético Madrid,9,NOR,FW,28,90,2,0,0,0,7,3,0,0,38,1,0,0,2,2,0,4,0,15,20,"75,0",1,18,3,2,2,20/10/2024
Ángel Correa,Atlético Madrid,10,ARG,FW,29,56,0,0,0,0,5,2,0,0,31,0,0,0,0.8,0.8,0,2,0,14,21,"66,7",0,24,3,1,0,20/10/2024
Julián Álvarez,Atlético Madrid,19,ARG,FW,24,34,0,1,0,0,3,1,0,0,32,1,0,0,0.2,0.2,0.4,5,1,20,25,"80,0",1,27,4,6,4,20/10/2024
Antoine Griezmann,Atlético Madrid,7,FRA,AM,33,90,1,0,0,0,2,1,1,0,83,4,1,1,0.3,0.3,1.2,6,0,57,74,"77,0",7,58,6,2,2,20/10/2024
Rodrigo Riquelme,Atlético Madrid,17,ESP,"LM,RB",24,56,0,0,0,0,2,1,0,0,42,1,0,1,0.1,0.1,0,2,0,23,31,"74,2",3,28,7,4,1,20/10/2024
Giuliano Simeone,Atlético Madrid,22,ARG,RB,21,34,0,1,0,0,0,0,1,0,29,1,1,1,0,0,0.2,1,1,14,23,"60,9",1,15,2,0,0,20/10/2024
Pablo Barrios,Atlético Madrid,8,ESP,"RM,DM",21,90,0,0,0,0,2,0,0,0,81,3,3,1,0.1,0.1,0.2,6,0,61,67,"91,0",12,54,2,1,1,20/10/2024
Koke,Atlético Madrid,6,ESP,DM,32,56,0,0,0,0,0,0,0,0,67,0,2,0,0,0,0.1,2,0,55,62,"88,7",3,49,1,0,0,20/10/2024
Rodrigo De Paul,Atlético Madrid,5,ARG,RM,30,34,0,0,0,0,1,0,1,0,29,0,1,0,0.1,0.1,0,3,1,18,25,"72,0",3,20,0,0,0,20/10/2024
Javi Galán,Atlético Madrid,21,ESP,LB,29,90,0,0,0,0,1,0,1,0,68,4,0,1,0,0,0,0,0,52,60,"86,7",3,45,3,2,2,20/10/2024
Clément Lenglet,Atlético Madrid,15,FRA,CB,29,63,0,0,0,0,0,0,1,0,55,0,1,1,0,0,0.1,4,0,42,49,"85,7",6,44,3,1,1,20/10/2024
José María Giménez,Atlético Madrid,2,URU,CB,29,27,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,0,0,14,16,"87,5",4,11,0,0,0,20/10/2024
Axel Witsel,Atlético Madrid,20,BEL,CB,35,90,0,1,0,0,0,0,0,0,63,2,2,0,0,0,0.5,2,2,52,58,"89,7",4,43,0,1,1,20/10/2024
Nahuel Molina,Atlético Madrid,16,ARG,RB,26,45,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,2,0,46,54,"85,2",4,42,2,1,1,20/10/2024
Samuel Lino,Atlético Madrid,12,BRA,LM,24,45,0,0,0,0,1,0,0,0,29,0,0,0,0.7,0.7,0.5,1,0,18,25,"72,0",4,25,3,2,1,20/10/2024
Jan Oblak,Atlético Madrid,13,SVN,GK,31,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,17,22,"77,3",0,16,0,0,0,20/10/2024
Thierno Barry,Villarreal,15,FRA,FW,21,90,0,1,0,0,1,0,0,0,14,0,0,1,0.1,0.1,0.3,1,0,1,7,"14,3",1,6,0,1,0,20/10/2024
Alex Baena,Villarreal,16,ESP,LW,23,78,0,0,0,0,0,0,1,0,46,0,0,1,0,0,0.3,4,0,20,38,"52,6",6,28,1,2,0,20/10/2024
Yeremi Pino,Villarreal,21,ESP,LW,22,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,"100,0",0,2,0,0,0,20/10/2024
Ilias Akhomach,Villarreal,11,MAR,RW,20,68,0,0,0,0,2,0,0,0,32,0,0,2,0.1,0.1,0,1,0,7,18,"38,9",1,18,4,6,3,20/10/2024
Nicolas Pépé,Villarreal,19,CIV,"AM,RW",29,22,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,14,16,"87,5",0,15,2,1,1,20/10/2024
Pape Gueye,Villarreal,18,SEN,AM,25,78,0,0,0,0,4,3,0,0,41,2,0,1,0.3,0.3,0,2,0,19,28,"67,9",5,33,4,1,0,20/10/2024
Ramón Terrats,Villarreal,20,ESP,DM,24,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,10,"90,0",0,8,0,0,0,20/10/2024
Daniel Parejo,Villarreal,10,ESP,DM,35,90,0,0,0,0,0,0,1,0,61,2,0,1,0,0,0,5,1,43,55,"78,2",5,36,1,1,1,20/10/2024
Santi Comesaña,Villarreal,14,ESP,"DM,RW",28,90,1,0,0,0,1,1,0,0,55,6,0,1,0.2,0.2,0.2,3,0,32,39,"82,1",3,34,3,2,0,20/10/2024
Sergi Cardona,Villarreal,23,ESP,LB,25,90,0,0,0,0,1,0,0,0,56,1,3,1,0.2,0.2,0,1,1,29,45,"64,4",1,28,1,1,1,20/10/2024
Eric Bailly,Villarreal,4,CIV,CB,30,45,0,0,0,0,0,0,0,0,23,0,1,3,0,0,0,0,0,10,11,"90,9",2,8,0,0,0,20/10/2024
Pau Navarro,Villarreal,26,ESP,CB,19,45,0,0,0,0,0,0,0,0,12,2,0,1,0,0,0,0,0,7,9,"77,8",1,6,0,0,0,20/10/2024
Raúl Albiol,Villarreal,3,ESP,CB,39,90,0,0,0,0,0,0,1,0,51,1,2,2,0,0,0,0,0,31,39,"79,5",1,26,0,0,0,20/10/2024
Kiko Femenía,Villarreal,17,ESP,RB,33,90,0,0,0,0,0,0,1,0,68,4,2,1,0,0,0,1,0,49,55,"89,1",4,34,2,3,3,20/10/2024
Diego Conde,Villarreal,13,ESP,GK,25,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,21,34,"61,8",0,26,0,0,0,20/10/2024
Robert Lewandowski,Barcelona,9,POL,FW,36,65,2,0,1,1,3,2,0,0,31,0,0,1,1.9,1.2,0,3,1,14,21,"66,7",3,15,3,2,1,20/10/2024
Pau Victor Delgado,Barcelona,18,ESP,FW,22,25,0,0,0,0,1,1,0,0,12,0,1,0,0.4,0.4,0,1,1,7,7,"100,0",1,6,0,1,1,20/10/2024
Ansu Fati,Barcelona,10,ESP,LW,21,75,0,0,0,0,2,1,1,0,42,0,0,0,0.4,0.4,0.1,1,0,29,32,"90,6",1,29,0,2,0,20/10/2024
Gerard Martín,Barcelona,35,ESP,LB,22,15,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,3,7,"42,9",1,4,0,0,0,20/10/2024
Lamine Yamal,Barcelona,19,ESP,RW,17,75,0,1,0,0,6,1,0,0,51,2,0,1,0.8,0.8,0.7,8,2,28,35,"80,0",4,35,6,8,3,20/10/2024
Pablo Torre,Barcelona,14,ESP,RW,21,15,2,0,0,0,2,2,0,0,10,0,0,0,0.2,0.2,0,2,1,5,7,"71,4",0,5,0,1,1,20/10/2024
Raphinha,Barcelona,11,BRA,AM,27,65,0,1,0,0,2,0,0,0,39,5,0,0,0.1,0.1,0.9,7,2,24,30,"80,0",5,23,1,2,2,20/10/2024
Fermin López,Barcelona,16,ESP,AM,21,25,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0.4,1,0,13,14,"92,9",1,10,2,1,0,20/10/2024
Pedri,Barcelona,8,ESP,DM,21,82,1,0,0,0,1,1,0,0,83,0,1,3,0.1,0.1,0.6,5,1,68,73,"93,2",14,51,0,0,0,20/10/2024
Gavi,Barcelona,6,ESP,DM,20,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0.1,2,1,8,8,"100,0",2,7,0,1,0,20/10/2024
Marc Casado,Barcelona,17,ESP,DM,21,90,0,0,0,0,1,0,0,0,65,1,2,2,0.1,0.1,0,0,0,48,53,"90,6",1,33,0,2,0,20/10/2024
Alejandro Balde,Barcelona,3,ESP,"LB,LW",21,90,0,0,0,0,2,0,0,0,59,0,0,0,0.1,0.1,0,3,0,41,50,"82,0",1,39,6,4,2,20/10/2024
Iñigo Martínez,Barcelona,5,ESP,CB,33,90,0,0,0,0,0,0,0,0,124,1,2,3,0,0,0,3,0,108,117,"92,3",17,90,3,0,0,20/10/2024
Pau Cubarsí,Barcelona,2,ESP,CB,17,90,0,0,0,0,0,0,0,0,97,1,1,0,0,0,0,1,0,91,94,"96,8",5,60,0,3,3,20/10/2024
Jules Koundé,Barcelona,23,FRA,RB,25,90,0,0,0,0,0,0,0,0,67,3,0,1,0,0,0,2,0,49,60,"81,7",3,40,2,1,1,20/10/2024
Iñaki Peña,Barcelona,13,ESP,GK,25,90,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,42,44,"95,5",0,23,0,0,0,20/10/2024
Isaac Romero,Sevilla,7,ESP,FW,24,90,0,0,0,0,2,0,0,0,20,1,0,0,0.1,0.1,0.1,2,0,7,12,"58,3",0,13,0,1,1,20/10/2024
Chidera Ejuke,Sevilla,21,NGA,LW,26,44,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,8,13,"61,5",0,13,3,4,3,20/10/2024
Albert Sambi Lokonga,Sevilla,12,BEL,"DM,AM",24,46,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,21,22,"95,5",4,20,0,2,1,20/10/2024
Dodi Lukebakio,Sevilla,11,BEL,RW,27,90,0,0,0,0,2,0,0,0,34,0,0,1,0.2,0.2,0,1,0,19,22,"86,4",3,29,7,6,2,20/10/2024
Peque,Sevilla,14,ESP,AM,22,45,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0.1,2,0,7,11,"63,6",1,10,0,2,1,20/10/2024
Suso,Sevilla,10,ESP,LW,30,24,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0.1,3,0,14,16,"87,5",0,14,0,2,1,20/10/2024
Djibril Sow,Sevilla,20,SUI,AM,27,21,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,5,6,"83,3",0,5,0,0,0,20/10/2024
